Book|Chapter #|Verse #|Verse
Lukas|24|6|Gaꞌ ne tuꞌu si Isa. Ubus ne iye ellum balik. Essebun bi pinaꞌinne si kaꞌamin palaꞌine pe si Jalilin. 
Lukas|24|7|Paꞌinne hep weꞌ iye, Anak Manusiyaꞌin, sinōngan du pī si antanan meꞌ aꞌa dusehan duk lansangde iye diyataꞌ olom duk katellu ellewnen ellum du iye balik." 
Lukas|24|8|Manjari taꞌesseb weꞌ meꞌ dendehin meꞌ bakas binissā si Isa miyaꞌan. 
Lukas|24|9|Tahalaꞌ siye amban kubulin duk hap lumaꞌ ne siye. Inaka weꞌ de kēmon inin si meꞌ tindeg si Isa sampūꞌ duk dambuwaꞌin duk si kēmon meꞌ tindeg si Isa sinduwehin. 
Lukas|24|10|Meꞌ dende inin disi Mariyam, dende amban Magdalahin, si Joꞌanna, duk si Mariyam isab, saꞌi si Yakubin, duk niyaꞌ isab meꞌ dende seddili saweꞌde. Siye inin mangakahan meꞌ tindeg kawakilan si Isahin sabab takiteden. 
Lukas|24|11|Saguwaꞌ meꞌ kawakilanin, gaꞌ kinahagad weꞌ de inaka meꞌ dendehin peggeꞌ paꞌinde meꞌ koto-koto hadja miyaꞌan. 
Lukas|24|12|Saguwaꞌ paghulangkad si Petros magubas pī si kubul. Pagtekkane laꞌi, pakokkoꞌ iye pasīp diyalem lingabin. Luwal takitene malaꞌihin meꞌ saputin. Manjari tahalaꞌ iye hap lumaꞌ, ulaliꞌ teꞌed sabab bakas maꞌumantagin. 
Lukas|24|13|Ellew miyaꞌan du isab niyaꞌ duwangan tindeg si Isa maglengngan hap pī si kalumaꞌan inēnan Emmaus, niyaꞌ sampuk-dambuwaꞌ kilumetro talahannen amban Awrusalam. 
Lukas|24|14|Magbissā-bissā siye si lān sabab meꞌ bakas maꞌumantag baꞌahu miyaꞌan. 
Lukas|24|15|Sasangde magbissā-bissāhin, pī si Isa patapit duk patuhut iye si siye. 
Lukas|24|16|Takitede iye saguwaꞌ gaꞌ takilalede si Isa. 
Lukas|24|17|Paꞌinne si siye, "Ine pagbissā-bissābi miyaꞌan sasangbi malumengnganin?" Padeheng siye duk takite si bantuk luwe duwanganin weꞌ suse siye. 
Lukas|24|18|Manjari dangan siye, ēnnen si Kelopas, nambung, paꞌinne, "Weꞌ gaꞌi kataꞌuhannu maꞌumantag si Awrusalam baꞌahu miyaꞌan, bu kēmon aꞌa laꞌi ngataꞌu?" 
Lukas|24|19|"Weꞌey, ine maꞌumantagin?" paꞌin si Isa. "Maꞌumantag pu si Isahin be, aꞌa Nasaretin," paꞌinde. "Si Isa inin nabi balakatan si matahan Tuhan duk meꞌ aꞌahin kēmon. Taga balakat iye si meꞌ bissānen duk si meꞌ hinangannen. 
Lukas|24|20|Sinōngan iye weꞌ meꞌ nakuraꞌ meꞌ imam kamihin duk meꞌ nakuraꞌ lahat kamihin pī si gubnulin duk ilaboꞌan iye hukuman pinapatey, ubus bu ilansang iye weꞌ de diyataꞌ olom duk iye matey. 
Lukas|24|21|Bu asal ase-ase kami teꞌed miyaꞌan, weꞌ iye ne pinapitu Tuhan mamaluwas meꞌ tubuꞌ Israꞌilin. Aweꞌ, duk dumaꞌin hadja miyaꞌan, saguwaꞌ tellum bahangi ne kuweꞌitu kemuwe pamapateyde iyehin. 
Lukas|24|22|Duk niyaꞌ isab meꞌ dende saweꞌ kamihin, niyaꞌ inaka weꞌ de si kami makaꞌulaliꞌ kami teꞌed. Ensiniꞌ salung, subu-subu pe, hap pī koꞌ siye si kubul si Isa. 
Lukas|24|23|Saguwaꞌ gaꞌ ne koꞌ laꞌi baran si Isahin, duk paꞌinde weꞌ niyaꞌ koꞌ takitede pabagala meꞌ malaꞌikat magpaꞌin si siye weꞌ ellum ne koꞌ si Isa. 
Lukas|24|24|Manjari sinduwe meꞌ saweꞌ kamihin hap pī si kubul, duk takitede sa pinaꞌin meꞌ dendehin. Saguwaꞌ si Isa gaꞌ du isab takitede." 
Lukas|24|25|Manjari paꞌin si Isa si siye, "Babbal pahāp kaꞌam iyan. Weꞌey gaꞌi kahagadbi kēmon pinaꞌin meꞌ kanabihan dem kitabin? 
Lukas|24|26|Paꞌin meꞌ kanabihanin hep weꞌ Almasihin subey dahuꞌ makalabey kabinasahan meke iye magsultan si kēmon-kēmonin." 
Lukas|24|27|Manjari pinahāti weꞌ si Isa si siye kēmon sinulat dem kitab sabab iyehin. Tinagnaꞌan weꞌ ne amban meꞌ tasulat si Musahin hap pī si meꞌ tasulat meꞌ kanabihanin kēmon. 
Lukas|24|28|Pagtapit ne siye si kalumaꞌan papīhanden, si Isa magmā-mā kuweꞌ sōng patalus, 
Lukas|24|29|saguwaꞌ inohotan teꞌed iye weꞌ de, paꞌinde, "Tuꞌu ne kew dahuꞌ si kami peggeꞌ iyuꞌ ne kohap teꞌed. Sōng lindem ne." Hangkan padiyalem ne si Isa nuhut siye. 
Lukas|24|30|Manjari inin, paglaꞌi siye magtingkoloꞌ sōng mangan, ngeddoꞌ si Isa pan duk magpasalamat iye si Tuhan, ubus bu kinepak-kepak weꞌ ne duk pinangurung weꞌ ne si siye. 
Lukas|24|31|Bessuwang hadja takilalede ne si Isa. Saguwaꞌ magtawus iye lanyap amban bihingde. 
Lukas|24|32|Manjari magbissā-bissā siye duwangan, paꞌinde, "Hangkan du hatiꞌ landuꞌ kēgten sābune mamissā si kite si lānin, pagpahātine kitab si kitehin." 
Lukas|24|33|Kuwat siye duꞌun-duꞌun duk balik siye hap Awrusalam. Pagtekkade laꞌi, takasuwaꞌde tindeg si Isa sampūꞌ duk dambuwaꞌin magtipun-tipun duk meꞌ sinduwehin. 
Lukas|24|34|Paꞌinde si duwanganin, "Asal ellum ne teꞌed balik Panuhutanin duk bakas pakite iye pu si Simon." 
Lukas|24|35|Manjari magsuwi-suwi isab duwanganin sabab malumabey si siye si lānden, duk bang saꞌingge pakakilalede pu si Isahin. Paꞌinde weꞌ pangilalehande iyehin pangepak-ngepakne panin. 
Lukas|24|36|Sasang magsuwi-suwi pe duwanganin, bessuwang si Isa laꞌi nengge si tengngaꞌde. Duk paꞌinne si siye, "Karayaw sanyang kaꞌam." 
Lukas|24|37|Takeddut siye duk kadahitan siye peggeꞌ kannalde panyataꞌ takitede miyaꞌan. 
Lukas|24|38|Saguwaꞌ paꞌinne si siye, "Weꞌey kaꞌam takeddut duk weꞌey pe kaꞌam duwe-duwehan? 
Lukas|24|39|Payamanun bi meꞌ tangankun duk meꞌ bettiskun. Asal aku hep ituꞌ. Antanun bi be ku duk kataꞌuhanbi weꞌ dumaꞌin ku ituꞌ panyataꞌ. Peggeꞌ panyataꞌin gaꞌ hep niyaꞌ baranne. Saguwaꞌ aku inin takitebi du weꞌ niyaꞌ baranku." 
Lukas|24|40|Paꞌinne inin duk pinakitehan weꞌ ne si siye meꞌ tangannen duk meꞌ bettisnen. 
Lukas|24|41|Saguwaꞌ kuweꞌ kahunitan siye kahagad weꞌ asal toꞌo miyaꞌan, peggeꞌ kēgan teꞌed siye duk ulaliꞌ siye. Manjari paꞌinne si siye, "Niyaꞌ ke tuꞌu kinakan ine-ine?" 
Lukas|24|42|Sinōngan iye weꞌ de dambuwaꞌ kenna tinunuꞌ. 
Lukas|24|43|Ineddoꞌ weꞌ ne duk kinakan weꞌ ne si matahande. 
Lukas|24|44|Puwas miyaꞌan, paꞌinne si siye, "Iye ne hep inin bakas pinaꞌinku si kaꞌam matuꞌuhin, masa pagtuhut-tuhutten bi pe. Paꞌinku hep weꞌ subey du tinumanan kēmon bakas tasulat sabab akuhin, iye tasulat dem saraꞌ si Musahin duk tasulat meꞌ kanabihanin duk dem kitab Jabur. Na, meꞌ maꞌumantag si aku miyaꞌan, katumanan ne meꞌ tasulatden." 
Lukas|24|45|Manjari inurungan siye pikilan supaya tasabutde kitabin, 
Lukas|24|46|duk paꞌinne si siye, "Iye inin tasulat dem kitabin, weꞌ Almasihin subey nandalan kabinasahan sampay pinapatey duk katellu ellewnen puwas kamateynen ellum balik. 
Lukas|24|47|Tasulat isab laꞌi weꞌ subey minahalayak si meꞌ aꞌa amban kēmon kabangsa-bangsahan weꞌ bang pagsusunande duk lebbahande meꞌ duseden, ampun Tuhanin du siye sabab tahinang Almasihin. Duk subey nagnaꞌ minahalayak tuꞌu si Awrusalam. 
Lukas|24|48|Peggeꞌ kaꞌam ne teꞌed bakas mangite meꞌ maꞌumantag si akuhin, hangkan subey kaꞌam manaksiꞌin," paꞌin si Isa. 
Lukas|24|49|"Duk papituku du si kaꞌam," paꞌinne, "pananggup Samaku Tuhanin. Hangkan daꞌa dahuꞌ kaꞌam usaꞌ amban puweblo Awrusalam inin samantaꞌan gaꞌi pe kaꞌam paꞌasekan balakat amban Tuhanin." 
Lukas|24|50|Manjari binoꞌo siye weꞌ ne paluwas amban Awrusalam hap pī si antag kalumaꞌan Betani. Pagtekkade laꞌi, pinadiyataꞌ weꞌ ne meꞌ tangannen māku-mākuhan siye kahāpan amban Tuhan. 
Lukas|24|51|Sasangne pe mamāku-māku si Tuhanin, tahalaꞌ ne iye amban siye duk paꞌangkat iye hap surgaꞌ. 
Lukas|24|52|Pasujud siye pu si Isa laꞌi, ubus bu balik ne siye hap Awrusalam. Kēgan teꞌed siye manamal, 
Lukas|24|53|duk luwal siye laꞌi dem langgal hadjehin mudji Tuhanin.
Yahiya|1|1|Gaꞌ pe dunya inin pinapanjari asal andang ne Lapalin. Lapalin magdambuwaꞌ duk Tuhanin duk Lapalin Tuhanin ne. 
Yahiya|1|2|Kemuwe awwalley Lapalin duk Tuhanin dambuwaꞌ du. 
Yahiya|1|3|Kēmon-kēmonin pinapanjari weꞌ Lapalin amban pangandaꞌakan Tuhanin. Gaꞌ niyaꞌ pinapanjari bisan ine tuꞌu dem alam inin bang dumaꞌin amban Lapalin. 
Yahiya|1|4|Lapalin asal poꞌon umulin duk umul inin mangurung dantaꞌ si pikilan manusiyaꞌin. 
Yahiya|1|5|Dantaꞌ inin ninag dem kalindeman duk dantaꞌin gaꞌi teꞌed tapalem weꞌ lindemin. 
Yahiya|1|6|Manjari, niyaꞌ aꞌa kawakilan weꞌ Tuhanin, ēnnen Yahiya. 
Yahiya|1|7|Dinaꞌak iye weꞌ Tuhanin pitu magaka sabab dantaꞌ inin, supaya kēmon aꞌahin makakale inakanen duk kahagad. 
Yahiya|1|8|Dumaꞌin Yahiya dantaꞌ inin. Saguwaꞌ akane mapituhin magaka-aka sabab dantaꞌin. 
Yahiya|1|9|Dantaꞌ mabennal inin, hātinen Lapalin, tiyaꞌ ne pitu si dunya ngurung dantaꞌ si pikilan manusiyaꞌin kēmon. 
Yahiya|1|10|Saguwaꞌ bisan ne Lapalin tuꞌu si dunya duk pinapanjari hep weꞌ ne dunyahin, gaꞌ du Lapalin takilale weꞌ meꞌ aꞌa si dunyahin. 
Yahiya|1|11|Pitu iye si lahatne, saguwaꞌ gaꞌ iye tinayimaꞌ weꞌ bangsanen. 
Yahiya|1|12|Saguwaꞌ sine-sine nayimaꞌ Lapalin duk makahagad si iyehin, urunganne siye kapatut manjari meꞌ anak Tuhanin. 
Yahiya|1|13|Tahinang siye anak Tuhanin dumaꞌin kuweꞌ paganak manusiyaꞌ atawa amban kabayaꞌan manusiyaꞌ atawa amban napsu manusiyaꞌ. Saguwaꞌ tahinang siye anak Tuhanin amban kabayaꞌan Tuhanin. 
Yahiya|1|14|Manjari, Lapalin palahil tuꞌu si dunya taga baran manusiyaꞌ duk patennaꞌ diyaleman manusiyaꞌ. Kēmon lasa duk bennal laꞌi si iye. Takite kami balakatnen duk sahayanen, duk balakatne duk sahayane inin talep si iye peggeꞌ iye Anak Tuhan dambuwaꞌ-buwaꞌin. 
Yahiya|1|15|Si Yahiya magaka-aka sabab Lapalin. Missā iye papales, paꞌinne, "Iye ne hep inin bakas inakaku si kaꞌamin, paꞌinku, 'Niyaꞌ pitu dambuli amban aku. Pasōng iye langkew amban aku peggeꞌ gaꞌ pe ku inanakan, asal andang ne iye.' " Iye inin inaka Yahiyahin. 
Yahiya|1|16|Peggeꞌ laꞌi si Lapalin kēmon lasahin, kite bi kēmon makahampit isab lasanen duk tabangnen. Lasanen duk tabangnen pinagtamba-tamba si kite bi. 
Yahiya|1|17|Saraꞌ Tuhanin pinasampay si manusiyaꞌ weꞌ si Musa, saguwaꞌ lasa Tuhanin duk bennalin pinangurung si manusiyaꞌ weꞌ Isa Almasi, iye inēnan Lapal Tuhanin. 
Yahiya|1|18|Gaꞌ niyaꞌ bakas ngite Tuhanin. Saguwaꞌ pinakataꞌu Tuhanin si manusiyaꞌ weꞌ Anakne dambuwaꞌ-buwaꞌin, peggeꞌ asal Tuhan du iye duk magdambuwaꞌ iye duk Samanen.Manjari niyaꞌ meꞌ aꞌa pī pu si Yahiya sābune magpandi meꞌ aꞌa si lipag boheꞌ Jordan, si kalumaꞌan Betani. 
Yahiya|1|19|Dambuwaꞌ ellew niyaꞌ meꞌ imam duk meꞌ tabang meꞌ imamin dinaꞌak weꞌ meꞌ nakuraꞌ meꞌ Yahudi si puweblo Awrusalamin hap pī pu Yahiya nilew iye bang sine iye. 
Yahiya|1|20|Gaꞌ magellig-ellig Yahiya saguwaꞌ magbennal teꞌed iye, paꞌinne, "Dumaꞌin ku Almasihin." 
Yahiya|1|21|"Na, sine kew?" paꞌinde. "Si Eliyas ke kew?" Paꞌin Yahiya, "Dumaꞌin." Paꞌin meꞌ imamin, "Kaꞌu ke nabi inagad-agad bangsate bi Israꞌilin?" Nambung Yahiya, "Dumaꞌin." 
Yahiya|1|22|Manjari paꞌinde si iye, "Akahanun kami bang sine kew teꞌed. Subey kami akahannu supaya niyaꞌ pangaka kami si meꞌ mangandaꞌak kami mapituhin. Ine paꞌinnu sabab dinun?" 
Yahiya|1|23|Sambung Yahiyahin saliꞌ du teꞌed kuweꞌ bakas tasulat Nabi Isaya dem kitabin. Paꞌin Yahiya, "Aku aꞌa maglingan papales dem lahat makagindew-gindewin. Paꞌinku: Pabentelun bi lān sōng palabeyan Tuhanin." 
Yahiya|1|24|Meꞌ imam inin bakas dinaꞌak pī weꞌ meꞌ Yahudi be-āgama teꞌed inēnan meꞌ Pariseo. 
Yahiya|1|25|Manjari tinilew weꞌ de Yahiya balik, paꞌinde, "Na, weꞌey kew magpandi meꞌ aꞌa bang dumaꞌin kew Almasihin atawa si Nabi Eliyas atawa nabi inagad-agad bangsate bi Israꞌilin?" 
Yahiya|1|26|Sambungan Yahiya siye, paꞌinne, "Aku inin, magpandi ku meꞌ aꞌa duk boheꞌ. Saguwaꞌ niyaꞌ dambuwaꞌ nengge luꞌu si tengngaꞌbi saguwaꞌ gaꞌi kataꞌuhanbi bang sine. 
Yahiya|1|27|Dambuli iye amban aku pitu, saguwaꞌ gaꞌi ku pataꞌ bisan ngalekkahan ingket tehompaꞌnen peggeꞌ langkew teꞌed iye amban aku." 
Yahiya|1|29|Pagsasumuhin, kite Yahiya si Isa pī patudju si iye. Pagkitene si Isa, paꞌin Yahiya si meꞌ aꞌa malaꞌihin, "Iye ne hep inin dalil gantiꞌ bili-bili pangurung Tuhanin pagkuluban para si manusiyaꞌ. Iye inin mamuwasan duse manusiyaꞌin kēmon. 
Yahiya|1|30|Iye ne hep inin bakas inakaku si kaꞌamin, paꞌinku, 'Niyaꞌ pitu dambuli amban aku. Langkew iye amban aku, peggeꞌ gaꞌ pe ku inanakan asal andang ne iye.'
Yahiya|1|31|Tagnaꞌ gaꞌ kataꞌuhanku bang sine aꞌa mapitu dambuli amban akuhin," paꞌin Yahiya. "Saguwaꞌ pitu ku magpandi meꞌ aꞌa duk boheꞌ supaya iye tapakilale si bangsa Israꞌilin. 
Yahiya|1|32-33| Gaꞌ pe iye kataꞌuhanku, saguwaꞌ paꞌin Tuhan mangandaꞌak aku magpandi meꞌ aꞌa duk boheꞌin, 'Bang takitenu Niyawa Sutsihin paduwaꞌi pī si dambuwaꞌ aꞌa duk pateteg laꞌi si iye, iye iyan seddili pamandine manusiyaꞌin; papīne si siye Niyawa Sutsihin.' " Manjari naksiꞌ Yahiya sabab si Isa, paꞌinne, "Bakas takiteku teꞌed Niyawa Sutsihin duwaꞌi amban diyataꞌ langit kuweꞌ bantuk assang padapuꞌ duk pateteg pu si Isa. 
Yahiya|1|34|Asal takiteku teꞌed," paꞌin Yahiya, "hangkan kasaksiꞌanku weꞌ bennal-bennal teꞌed si Isa inin Anak Tuhanin." 
Yahiya|1|35|Pagsasumuhin, laꞌi ne isab si Yahiya si lipag boheꞌ Jordan duk duwangan meꞌ tindegnen. 
Yahiya|1|36|Takite Yahiya si Isa palabey. Magtawus paꞌinne, "Iye hep miyaꞌan dalil bili-bili Tuhanin." 
Yahiya|1|37|Takale meꞌ tindegne duwanganin pinaꞌin Yahiya miyaꞌan, manjari paturul siye pu si Isa. 
Yahiya|1|38|Paghaleng si Isa, takitene duwanganin paturul si iye. Tinilew siye weꞌ ne, paꞌinne, "Ine akabin?" Nambung siye, paꞌinde, "Rabbi, (hātinen Guru) antag patennaꞌannun?" 
Yahiya|1|39|Paꞌin si Isa, "Nuhut kaꞌam aku duk takitebi." Manjari nuhut ne siye si Isa. Hatu ne miyaꞌan meꞌ lisag ampat kohap. Takite weꞌ de patennaꞌan si Isahin duk laꞌi pe siye ngeregseꞌ lindem. 
Yahiya|1|40|Dambuwaꞌ mapaturul pu si Isahin, ēnnen si Andariyas. Si Andariyas inin pungtinaꞌi si Simon Petros. 
Yahiya|1|41|Manjari magtawus piniha weꞌ Andariyas pungtinaꞌinen. Pagtakasuwaꞌne ne, paꞌinne si iye, "Takasuwaꞌ kami ne Almasihin." (Almasihin iye tapeneꞌ Tuhan magsultan matuꞌu si dunyahin.) 
Yahiya|1|42|Ubus binoꞌo weꞌ ne si Simon pī pu si Isa. Pinayaman si Simon pahantap weꞌ si Isa duk paꞌinne, "Kaꞌu si Simon; ēn samanun Yahiya. Saguwaꞌ ēnante kew si Kepas." (Ēn Kepas inin saliꞌ du kuweꞌ ēn Petros, hātinen, batu.) 
Yahiya|1|43|Pagsasumuhin, tapikil si Isa hap pī si lahat Jalil. Takasuwaꞌne si Pilip duk paꞌinne si iye, "Nuhut kew aku." 
Yahiya|1|44|Si Pilip inin amban Betsaida, lahat si Andariyas duk si Petrosin. 
Yahiya|1|45|Piniha weꞌ si Pilip si Natanael. Pagtakasuwaꞌne, inakahan weꞌ ne, paꞌinne, "Takasuwaꞌ kami ne aꞌa bakas inaka si Musa dem kitab Tawratin duk inaka isab weꞌ meꞌ kanabi-nabihanin dem sulatden. Iye si Isa anak si Yusupin amban kalumaꞌan Nasaret." 
Yahiya|1|46|Paꞌin Natanael, "Oy, gaꞌ niyaꞌ aꞌa hāp paguwaꞌ amban Nasaret." Paꞌin si Pilip, "Nuhut be kew aku duk kitenu." 
Yahiya|1|47|Pagkite si Isa si Natanael tudju pī si iye, paꞌin si Isa, "Tiyaꞌ niyaꞌ dambuwaꞌ aꞌa Israꞌil teꞌed. Gaꞌi iye ngakkal." 
Yahiya|1|48|Paꞌin Natanael pu si Isa, "Saꞌingge pangataꞌunu akuhin?" Sambungan si Isa iye, paꞌinne, "Gaꞌ pe kew linganan si Pilip, takitete ne kew diyawaꞌ poꞌon kayu igirahin." 
Yahiya|1|49|Paꞌin Natanael si iye, "Tuwan, kaꞌu Anak Tuhanin. Kaꞌu sultan bangsa Israꞌilin." 
Yahiya|1|50|Paꞌin si Isa si iye, "Kahagad ke kew si aku peggeꞌ paꞌinku weꞌ takitete kew diyawaꞌ poꞌon igirahin? Si pasōngan makakite du kew iyan meꞌ hinanganku labi pe makaꞌulaliꞌ amban inin." 
Yahiya|1|51|Duk paꞌin si Isa si siye, "Sabennal akahante kaꞌam, si pasōngan takitebi du iyan surgaꞌin luka duk takitebi isab meꞌ malaꞌikat Tuhanin magduwaꞌi-manaꞌik amban aku, Anak Manusiyaꞌin."
Yahiya|2|1|Pagpuwas duwem bahangi kemuwe pagbissā si Isa duk Natanaelin, niyaꞌ magkawin laꞌi si kalumaꞌan Kana, laꞌi si lahat Jalil. Saꞌi si Isahin laꞌi si pagkawinan. 
Yahiya|2|2|Si Isa duk meꞌ tindegnen tabatik isab pī. 
Yahiya|2|3|Manjari laꞌi si pagkawinan, ininumden boheꞌ ubas bu ubus ne weꞌ meꞌ aꞌahin ininum. Paꞌin saꞌi si Isahin si iye, "Ubus ne boheꞌ ubas ininumden." 
Yahiya|2|4|Paꞌin si Isa si saꞌinen, "Daꞌa kew magsuse sabab iyan. Aku saꞌ taꞌu si iyan. Gaꞌ pe taꞌabut waktu pamakiteku balakatkun." 
Yahiya|2|5|Manjari paꞌin saꞌinen si meꞌ daraꞌakan si lumaꞌ miyaꞌan, "Ine-ine pangandaꞌakan si Isa kaꞌam, hinangun bi." 
Yahiya|2|6|Niyaꞌ laꞌi ennem poga batu pangisihan boheꞌ pangosoꞌan meꞌ Yahudihin, nuhut addatde pagsutsihin. Dambuwaꞌ poga isihan meꞌ lime mital. 
Yahiya|2|7|Paꞌin si Isa si meꞌ daraꞌakanin, "Pennoꞌanun bi meꞌ poga iyan duk boheꞌ." Pinennoꞌan ne weꞌ de, sampay sōng buꞌus. 
Yahiya|2|8|Manjari daꞌak si Isa siye, paꞌinne, "Nginduk ne kaꞌam amban meꞌ poga iyan bu boꞌohun bi pī si mangantan pagkādjaꞌan inin." Binoꞌo ne weꞌ de pī si mangantan pagkādjaꞌanin, 
Yahiya|2|9|duk kininaman weꞌ ne boheꞌ mamanjari boheꞌ ubasin. Gaꞌ kataꞌuhanne bang amban boheꞌ ubas miyaꞌan, saguwaꞌ meꞌ daraꞌakan bakas manginduk boheꞌin kataꞌuhande. Manjari magtawus ilinganan weꞌ ne pangantin lellahin. 
Yahiya|2|10|Paꞌinne si iye, "Iye addatin bang magtāgad, pamaꞌinum dehellu ininum mahāpin. Manjari bang ekka ne taꞌinum meꞌ aꞌahin, meke ne pamaꞌinum ininum manggaꞌi mahāpin. Saguwaꞌ kaꞌu, taꞌennaꞌnu pe sampay kuweꞌitu ininum mahāpin." 
Yahiya|2|11|Iye inin hinangan makaꞌulaliꞌ tagnaꞌ hininang si Isahin. Hininang inin weꞌ ne laꞌi si Kana, si lahat Jalil. Pinakitehan weꞌ ne balakatnen, manjari kahagad meꞌ tindegnen si iye. 
Yahiya|2|12|Pagubus inin, padurul disi Isa hap pī si puweblo Kapernaum. Saweꞌne magtuhutin saꞌinen, meꞌ pungtinaꞌinen, duk meꞌ tindegnen. Laꞌi siye patennaꞌ bang piyem bahangi. 
Yahiya|2|13|Tapit ne pagkādjaꞌan meꞌ bangsa Israꞌilin ēnande Pangesseban. Hangkan pataked si Isa duk meꞌ tindegnen hap Awrusalam, lahat pagkādjaꞌanin. 
Yahiya|2|14|Pagtekkade laꞌi, padiyalem siye dem langgal hadjehin. Iye takite si Isahin dem langgal miyaꞌan, meꞌ aꞌa magdagang sapiꞌ duk meꞌ bili-bili duk meꞌ assang para pagkuluban. Duk takitene isab meꞌ aꞌa magtingkoloꞌ si bihing lamisahanden magsambiꞌ-sambiꞌ sīn. 
Yahiya|2|15|Pagkite si Isa siye laꞌi, ngeddoꞌ iye lubid hinangne lalagut bu pinaluwas siye kēmon weꞌ ne amban dem langgalin, sampay meꞌ bili-biliden duk meꞌ sapiꞌden. Ilintuwadan isab weꞌ ne meꞌ lamisahan meꞌ aꞌa magsambiꞌ-sambiꞌ sīnin duk kinanat weꞌ ne sīnden. 
Yahiya|2|16|Duk paꞌinne si meꞌ aꞌa magdagang assangin, "Paluwasun bi meꞌ daganganbi iyan amban dem langgal inin! Daꞌa hinangun bi tabuꞌan langgal inin, peggeꞌ inin lumaꞌ Samaku, Tuhanin." 
Yahiya|2|17|Pagkite meꞌ tindeg si Isahin hininangne inin, taꞌessebde weꞌ tasulat dem kitab, pinaꞌin laꞌi, "Ellegku si lumaꞌnun, o Tuhan, kuweꞌ ebbut dem ateyku makapagkaꞌat aku." 
Yahiya|2|18|Manjari tinilew si Isa weꞌ meꞌ nakuraꞌ meꞌ Yahudihin, paꞌinde, "Ine kapatutnu ngahinang meꞌ hininangnu miyaꞌan? Pakitehanun kami hinangan makaꞌulaliꞌ tandaꞌ kapatutnun." 
Yahiya|2|19|Sambungan si Isa siye, paꞌinne, "Larakun bi langgal inin, duk patenggeku balik dem tellu ellew." 
Yahiya|2|20|"Uy," paꞌin meꞌ nakuraꞌin, "langgal inin, ampatpūꞌ duk ennem tahun pangahinang inin. Tapatenggenu balik dem tellu ellew hadja?" 
Yahiya|2|21|Saguwaꞌ hāti langgal pinaꞌin si Isahin, dumaꞌin langgal miyaꞌan, saguwaꞌ barannen. 
Yahiya|2|22|Hangkan pagellum ne balik si Isa amban kamateynen, taꞌesseb meꞌ tindegnen weꞌ bakas bissāne inin. Duk kinahagad ne weꞌ de tasulat dem kitabin duk bakas binissā si Isahin. 
Yahiya|2|23|Palaꞌi si Isa si Awrusalamin, baytu Kādjaꞌan Pangessebanin, ekka kahagad si iye pagkitede meꞌ hinangan makaꞌulaliꞌ hininangnen. 
Yahiya|2|24|Saguwaꞌ si Isa gaꞌ ngandel si siye, peggeꞌ kataꞌuhanne pikilan duk diyalem atey manusiyaꞌin kēmon. 
Yahiya|2|25|Bisan iye gaꞌi inakahan, kataꞌuhanne du bang ine dem atey manusiyaꞌin.
Yahiya|3|1|Manjari inin, niyaꞌ dambuwaꞌ nakuraꞌ meꞌ Yahudihin, ēnnen si Nikodemus. Dambuwaꞌ iye Pariseo. 
Yahiya|3|2|Dambuwaꞌ sangem pī iye pu si Isa duk paꞌinne, "Tuwan, kataꞌuhan kami weꞌ kaꞌu dambuwaꞌ guru dinaꞌak weꞌ Tuhanin pitu. Peggeꞌ gaꞌi tahinangnu meꞌ hinangan makaꞌulaliꞌ hininangnun bang gaꞌ kew kaꞌurungan balakat weꞌ Tuhanin." 
Yahiya|3|3|Nambung si Isa, paꞌinne, "Sabennal akahante kew, bang aꞌahin gaꞌi inanakan balik, gaꞌi takitene pagbayaꞌan Tuhanin." 
Yahiya|3|4|Paꞌin Nikodemus, "Saꞌingge aꞌahin inanakan balik bang bahiꞌ ne iye? Gaꞌi iye umasek balik pī dem betteng saꞌinen bu inanakan balik." 
Yahiya|3|5|Nambung si Isa, paꞌinne, "Sabennal akahante kew, bang aꞌahin gaꞌi inanakan amban boheꞌ duk amban Niyawa Tuhanin, gaꞌi iye umasek dem pagbayaꞌan Tuhanin. 
Yahiya|3|6|Inanakan weꞌ manusiyaꞌin, manusiyaꞌ du. Saguwaꞌ bang aꞌahin inanakan balik amban Niyawa Tuhanin, tahinang iye anak Tuhanin. 
Yahiya|3|7|Daꞌa kew ulaliꞌ peggeꞌ paꞌinku si kaꞌu weꞌ subey kaꞌam kēmon inanakan balik," paꞌin si Isa. 
Yahiya|3|8|"Dalilnen baliyuhin. Baliyuhin nihup tungan-tungan kabayaꞌanne. Gaꞌi kataꞌuhan bang amban baliyuhin atawa bang tungan, saguwaꞌ takalenu begeddunen. Sa miyaꞌan du isab bang aꞌahin inanakan amban Niyawa Tuhanin, gaꞌi kataꞌuhan bang saꞌingge saguwaꞌ toꞌo." 
Yahiya|3|9|"Saꞌingge kajarine inin?" paꞌin Nikodemus. 
Yahiya|3|10|Nambung si Isa, paꞌinne, "Gaꞌi ke inin tahātinu bu guru bantu kew tuꞌu si bangsate Israꞌil? 
Yahiya|3|11|Sabennal akahante kew, kami iye inaka kamihin kinataꞌuhan kamihin, duk iye sinaksiꞌan kamihin meꞌ bakas takite kamihin. Saguwaꞌ gaꞌi kahagadbi panaksiꞌ kamihin. 
Yahiya|3|12|Saꞌingge pakahagadbi panoloꞌku sabab surgaꞌin, bang bisan panoloꞌku sabab dunyahin gaꞌi kahagadbi? 
